AssociationId,Region,Market,Store,Date,Sales,Store_Size,Num_Employees,Num_Customers,Returns_Pct,Pct_On_Sale,Pct_Promotional,Marketing,TouristEvent,Econ_ChangeGDP,EconJobsChange,AnnualizedCPI
Louisville - 2013-06-02,Central,Commercial,Louisville,2013-06-02,146145.0,20100,50.0,554.0,1.15,10.76,0.0578621459999999,In Store Credit Card Signup Discount; ID9.6054,No,,,
Louisville - 2013-06-03,Central,Commercial,Louisville,2013-06-03,167736.0,20100,40.0,365.0,0.67,8.68,0.0578621459999999,In Store Credit Card Signup Discount; ID7.1591,No,,,
Louisville - 2013-06-04,Central,Commercial,Louisville,2013-06-04,133790.0,20100,34.0,335.0,0.72,10.36,0.0578621459999999,In Store Credit Card Signup Discount; ID9.4835,No,,,
Louisville - 2013-06-05,Central,Commercial,Louisville,2013-06-05,137559.0,20100,48.0,356.0,0.87,8.49,0.0578621459999999,In Store Credit Card Signup Discount; ID6.0329,No,,,
Louisville - 2013-06-06,Central,Commercial,Louisville,2013-06-06,144313.0,20100,105.0,375.0,0.59,9.49,0.0578621459999999,In Store Credit Card Signup Discount; ID11.7941,No,,,
Louisville - 2013-06-07,Central,Commercial,Louisville,2013-06-07,156690.0,20100,53.0,454.0,1.18,10.14,0.0578621459999999,In Store Credit Card Signup Discount; ID24.8178,No,,,
Louisville - 2013-06-08,Central,Commercial,Louisville,2013-06-08,184049.0,20100,62.0,721.0,0.7,11.46,0.0578621459999999,In Store Credit Card Signup Discount; ID26.0118,No,,-6000.0,
Louisville - 2013-06-09,Central,Commercial,Louisville,2013-06-09,170893.0,20100,90.0,484.0,1.57,10.29,0.0596326009999999,In Store Credit Card Signup Discount; ID5.9252,No,,,
Louisville - 2013-06-10,Central,Commercial,Louisville,2013-06-10,143954.0,20100,46.0,327.0,0.76,9.03,0.0596326009999999,In Store Credit Card Signup Discount; ID10.0629,No,,,
Louisville - 2013-06-11,Central,Commercial,Louisville,2013-06-11,161104.0,20100,36.0,346.0,0.56,8.81,0.0596326009999999,In Store Credit Card Signup Discount; ID1.0315,No,,,
Louisville - 2013-06-12,Central,Commercial,Louisville,2013-06-12,127108.0,20100,40.0,327.0,0.67,11.53,0.0596326009999999,In Store Credit Card Signup Discount; ID61.1825,No,,,
Louisville - 2013-06-13,Central,Commercial,Louisville,2013-06-13,111455.0,20100,72.0,426.0,1.2,14.22,0.0596326009999999,In Store Credit Card Signup Discount; ID17.095,No,,,
Louisville - 2013-06-14,Central,Commercial,Louisville,2013-06-14,152513.0,20100,52.0,476.0,1.08,10.26,0.0596326009999999,In Store Credit Card Signup Discount; ID18.9111,No,,,
Louisville - 2013-06-15,Central,Commercial,Louisville,2013-06-15,167506.0,20100,95.0,743.0,0.75,11.27,0.0596326009999999,In Store Credit Card Signup Discount; ID20.2256,No,,3000.0,
Louisville - 2013-06-16,Central,Commercial,Louisville,2013-06-16,118759.0,20100,66.0,426.0,0.57,8.64,0.070182492,In Store Credit Card Signup Discount; ID52.8982,No,,,
Louisville - 2013-06-17,Central,Commercial,Louisville,2013-06-17,141806.0,20100,41.0,288.0,0.69,13.44,0.070182492,In Store Credit Card Signup Discount; ID87.7254,No,,,
Louisville - 2013-06-18,Central,Commercial,Louisville,2013-06-18,124057.0,20100,34.0,357.0,0.73,13.05,0.070182492,In Store Credit Card Signup Discount; ID70.48,No,,,
Louisville - 2013-06-19,Central,Commercial,Louisville,2013-06-19,133053.0,20100,31.0,366.0,0.58,12.01,0.070182492,In Store Credit Card Signup Discount; ID37.8644,No,,,
Louisville - 2013-06-20,Central,Commercial,Louisville,2013-06-20,118322.0,20100,60.0,366.0,0.5,9.03,0.070182492,In Store Credit Card Signup Discount; ID68.4763,No,,,
Louisville - 2013-06-21,Central,Commercial,Louisville,2013-06-21,158468.0,20100,53.0,505.0,0.93,10.67,0.070182492,In Store Credit Card Signup Discount; ID33.6242,No,,,
Louisville - 2013-06-22,Central,Commercial,Louisville,2013-06-22,187527.0,20100,60.0,644.0,0.42,12.61,0.070182492,In Store Credit Card Signup Discount; ID4.1158,No,,-1750.0,
Louisville - 2013-06-23,Central,Commercial,Louisville,2013-06-23,125079.0,20100,57.0,466.0,0.57,11.76,0.099876869,In Store Credit Card Signup Discount; ID106.9076,No,,,
Louisville - 2013-06-24,Central,Commercial,Louisville,2013-06-24,138499.0,20100,41.0,347.0,0.6,12.14,0.099876869,In Store Credit Card Signup Discount; ID97.519,No,,,
Louisville - 2013-06-25,Central,Commercial,Louisville,2013-06-25,166978.0,20100,43.0,328.0,0.29,12.54,0.099876869,In Store Credit Card Signup Discount; ID101.3569,No,,,
Louisville - 2013-06-26,Central,Commercial,Louisville,2013-06-26,159246.0,20100,35.0,397.0,0.35,10.63,0.099876869,In Store Credit Card Signup Discount; ID121.284,No,,,
Louisville - 2013-06-27,Central,Commercial,Louisville,2013-06-27,161663.0,20100,45.0,406.0,0.88,13.91,0.099876869,In Store Credit Card Signup Discount; ID62.3875,No,,,
Louisville - 2013-06-28,Central,Commercial,Louisville,2013-06-28,138499.0,20100,52.0,477.0,0.35,12.94,0.099876869,In Store Credit Card Signup Discount; ID152.1192,No,,,
Louisville - 2013-06-29,Central,Commercial,Louisville,2013-06-29,153628.0,20100,60.0,705.0,1.16,14.06,0.099876869,In Store Credit Card Signup Discount; ID52.901,No,,-1750.0,
Louisville - 2013-06-30,Central,Commercial,Louisville,2013-06-30,142665.0,20100,66.0,605.0,1.12,14.7,0.1292791469999999,July In Store Credit Card Signup Discount; In store 10% off accessories; Ad Words Independence Day Sale ID54.2341,No,,,
Louisville - 2013-07-01,Central,Commercial,Louisville,2013-07-01,157865.0,20100,35.0,427.0,0.63,13.69,0.1292791469999999,July In Store Credit Card Signup Discount; In store 10% off accessories; Ad Words Independence Day Sale ID0.3794,No,3.1,,0.026921643
Louisville - 2013-07-02,Central,Commercial,Louisville,2013-07-02,126214.0,20100,40.0,486.0,0.82,15.96,0.1292791469999999,July In Store Credit Card Signup Discount; In store 10% off accessories; Ad Words Independence Day Sale ID11.9872,No,,,
Louisville - 2013-07-03,Central,Commercial,Louisville,2013-07-03,139563.0,20100,47.0,526.0,0.71,13.3,0.1292791469999999,July In Store Credit Card Signup Discount; In store 10% off accessories; Ad Words Independence Day Sale ID2.8693,No,,,
Louisville - 2013-07-04,Central,Commercial,Louisville,2013-07-04,145653.0,20100,66.0,626.0,0.9,14.01,0.1292791469999999,July In Store Credit Card Signup Discount; ID19.7314,No,,,
Louisville - 2013-07-05,Central,Commercial,Louisville,2013-07-05,186721.0,20100,67.0,685.0,1.03,15.36,0.1292791469999999,July In Store Credit Card Signup Discount; ID16.608,No,,,
Louisville - 2013-07-06,Central,Commercial,Louisville,2013-07-06,155104.0,20100,78.0,825.0,1.25,14.47,0.1292791469999999,July In Store Credit Card Signup Discount; ID28.3698,No,,3750.0,
Louisville - 2013-07-07,Central,Commercial,Louisville,2013-07-07,129178.0,20100,54.0,597.0,0.6,10.72,0.137019061,July In Store Credit Card Signup Discount; ID15.612,No,,,
Louisville - 2013-07-08,Central,Commercial,Louisville,2013-07-08,140009.0,20100,35.0,427.0,0.74,12.43,0.137019061,July In Store Credit Card Signup Discount; ID33.6574,No,,,
Louisville - 2013-07-09,Central,Commercial,Louisville,2013-07-09,145593.0,20100,35.0,438.0,0.77,12.05,0.137019061,July In Store Credit Card Signup Discount; ID61.1676,No,,,
Louisville - 2013-07-10,Central,Commercial,Louisville,2013-07-10,124941.0,20100,33.0,457.0,0.67,11.11,0.137019061,July In Store Credit Card Signup Discount; ID30.0926,No,,,
Louisville - 2013-07-11,Central,Commercial,Louisville,2013-07-11,146387.0,20100,43.0,447.0,0.94,13.31,0.137019061,July In Store Credit Card Signup Discount; Half off with email ID33.2649,No,,,
Louisville - 2013-07-12,Central,Commercial,Louisville,2013-07-12,141067.0,20100,62.0,526.0,0.92,12.7,0.137019061,July In Store Credit Card Signup Discount; Half off with email ID79.1718,No,,,
Louisville - 2013-07-13,Central,Commercial,Louisville,2013-07-13,143090.0,20100,59.0,707.0,1.37,11.17,0.137019061,July In Store Credit Card Signup Discount; Half off with email ID21.2165,No,,-3500.0,
Louisville - 2013-07-14,Central,Commercial,Louisville,2013-07-14,139699.0,20100,52.0,547.0,0.29,11.98,0.11752242,July In Store Credit Card Signup Discount; Half off with email ID7.809,No,,,
Louisville - 2013-07-15,Central,Commercial,Louisville,2013-07-15,150631.0,20100,47.0,457.0,0.51,11.18,0.11752242,July In Store Credit Card Signup Discount; ID13.233,No,,,
Louisville - 2013-07-16,Central,Commercial,Louisville,2013-07-16,123520.0,20100,36.0,537.0,0.39,10.71,0.11752242,July In Store Credit Card Signup Discount; ID65.3147,No,,,
Louisville - 2013-07-17,Central,Commercial,Louisville,2013-07-17,100834.0,20100,47.0,478.0,0.41,12.34,0.11752242,July In Store Credit Card Signup Discount; ID68.1568,No,,,
Louisville - 2013-07-18,Central,Commercial,Louisville,2013-07-18,133552.0,20100,55.0,487.0,1.11,13.57,0.11752242,July In Store Credit Card Signup Discount; ID47.8518,No,,,
Louisville - 2013-07-19,Central,Commercial,Louisville,2013-07-19,173555.0,20100,76.0,508.0,0.85,12.53,0.11752242,July In Store Credit Card Signup Discount; End of summer event ID85.8869,No,,,
Louisville - 2013-07-20,Central,Commercial,Louisville,2013-07-20,152590.0,20100,78.0,737.0,0.81,10.16,0.11752242,July In Store Credit Card Signup Discount; End of summer event ID135.079,No,,2750.0,
Louisville - 2013-07-21,Central,Commercial,Louisville,2013-07-21,162708.0,20100,73.0,577.0,0.44,10.32,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID95.1651,No,,,
Louisville - 2013-07-22,Central,Commercial,Louisville,2013-07-22,150799.0,20100,49.0,498.0,0.41,7.87,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID118.3136,No,,,
Louisville - 2013-07-23,Central,Commercial,Louisville,2013-07-23,136464.0,20100,52.0,487.0,0.62,6.33,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID94.0114,No,,,
Louisville - 2013-07-24,Central,Commercial,Louisville,2013-07-24,117270.0,20100,54.0,488.0,0.3,8.28,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID111.769,No,,,
Louisville - 2013-07-25,Central,Commercial,Louisville,2013-07-25,143253.0,20100,57.0,408.0,0.87,9.18,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID56.7032,No,,,
Louisville - 2013-07-26,Central,Commercial,Louisville,2013-07-26,173475.0,20100,82.0,519.0,1.17,8.27,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID14.3112,No,,,
Louisville - 2013-07-27,Central,Commercial,Louisville,2013-07-27,112674.0,20100,66.0,708.0,0.6,8.58,0.08720729,July In Store Credit Card Signup Discount; End of summer event ID51.1784,No,,-1750.0,
Louisville - 2013-07-28,Central,Commercial,Louisville,2013-07-28,130247.0,20100,85.0,408.0,0.96,9.1,0.075386702,July In Store Credit Card Signup Discount; End of summer event ID171.4903,No,,,
Louisville - 2013-07-29,Central,Commercial,Louisville,2013-07-29,154824.0,20100,35.0,408.0,0.31,6.3,0.075386702,July In Store Credit Card Signup Discount; End of summer event ID41.2506,No,,,
Louisville - 2013-07-30,Central,Commercial,Louisville,2013-07-30,158920.0,20100,45.0,389.0,0.71,9.25,0.075386702,July In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID90.1113,No,,,
Louisville - 2013-07-31,Central,Commercial,Louisville,2013-07-31,143968.0,20100,47.0,448.0,0.7,6.98,0.075386702,July In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID174.0356,No,,,
Louisville - 2013-08-01,Central,Commercial,Louisville,2013-08-01,174522.0,20100,103.0,528.0,0.45,10.07,0.075386702,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID3.3164,No,,,0.02259322
Louisville - 2013-08-02,Central,Commercial,Louisville,2013-08-02,158795.0,20100,59.0,509.0,0.74,9.5,0.075386702,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID0.0359,No,,,
Louisville - 2013-08-03,Central,Commercial,Louisville,2013-08-03,157979.0,20100,66.0,669.0,0.59,6.74,0.075386702,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID1.4171,No,,-2250.0,
Louisville - 2013-08-04,Central,Commercial,Louisville,2013-08-04,129609.0,20100,70.0,600.0,0.28,6.18,0.067659109,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID28.1391,No,,,
Louisville - 2013-08-05,Central,Commercial,Louisville,2013-08-05,116604.0,20100,43.0,400.0,0.51,6.77,0.067659109,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID15.0269,No,,,
Louisville - 2013-08-06,Central,Commercial,Louisville,2013-08-06,129830.0,20100,33.0,369.0,0.3,8.68,0.067659109,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID31.4155,No,,,
Louisville - 2013-08-07,Central,Commercial,Louisville,2013-08-07,131345.0,20100,45.0,400.0,0.76,7.45,0.067659109,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID54.803,No,,,
Louisville - 2013-08-08,Central,Commercial,Louisville,2013-08-08,128100.0,20100,75.0,449.0,0.35,10.18,0.067659109,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID61.8602,No,,,
Louisville - 2013-08-09,Central,Commercial,Louisville,2013-08-09,159186.0,20100,101.0,520.0,0.36,14.6,0.067659109,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID0.8304,No,,,
Louisville - 2013-08-10,Central,Commercial,Louisville,2013-08-10,165539.0,20100,97.0,679.0,0.77,11.26,0.067659109,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID77.1499,No,,-3750.0,
Louisville - 2013-08-11,Central,Commercial,Louisville,2013-08-11,180860.0,20100,70.0,529.0,0.85,13.04,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID69.6147,No,,,
Louisville - 2013-08-12,Central,Commercial,Louisville,2013-08-12,117107.0,20100,64.0,390.0,0.32,11.95,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID71.7535,No,,,
Louisville - 2013-08-13,Central,Commercial,Louisville,2013-08-13,151637.0,20100,50.0,449.0,0.51,13.27,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID12.6733,No,,,
Louisville - 2013-08-14,Central,Commercial,Louisville,2013-08-14,141366.0,20100,50.0,390.0,0.56,7.64,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID15.3138,No,,,
Louisville - 2013-08-15,Central,Commercial,Louisville,2013-08-15,115430.0,20100,70.0,380.0,0.87,10.55,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID115.1361,No,,,
Louisville - 2013-08-16,Central,Commercial,Louisville,2013-08-16,144413.0,20100,63.0,470.0,0.9,7.65,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID51.6209,No,,,
Louisville - 2013-08-17,Central,Commercial,Louisville,2013-08-17,155593.0,20100,57.0,690.0,0.83,8.47,0.055719855,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID130.1576,No,,-4000.0,
Louisville - 2013-08-18,Central,Commercial,Louisville,2013-08-18,105323.0,20100,63.0,450.0,0.59,9.31,0.046746057,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID37.1451,No,,,
Louisville - 2013-08-19,Central,Commercial,Louisville,2013-08-19,122659.0,20100,37.0,390.0,0.21,12.37,0.046746057,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID115.5685,No,,,
Louisville - 2013-08-20,Central,Commercial,Louisville,2013-08-20,112528.0,20100,35.0,340.0,0.51,9.52,0.046746057,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID15.7852,No,,,
Louisville - 2013-08-21,Central,Commercial,Louisville,2013-08-21,142102.0,20100,51.0,420.0,0.51,12.04,0.046746057,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID71.5981,No,,,
Louisville - 2013-08-22,Central,Commercial,Louisville,2013-08-22,120943.0,20100,58.0,401.0,0.81,12.88,0.046746057,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID93.8723,No,,,
Louisville - 2013-08-23,Central,Commercial,Louisville,2013-08-23,149227.0,20100,49.0,441.0,0.99,9.59,0.046746057,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID101.3164,No,,,
Louisville - 2013-08-24,Central,Commercial,Louisville,2013-08-24,153688.0,20100,82.0,672.0,0.92,12.78,0.046746057,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID170.864,No,,750.0,
Louisville - 2013-08-25,Central,Commercial,Louisville,2013-08-25,118128.0,20100,89.0,530.0,1.06,13.27,0.03844793,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID68.2856,No,,,
Louisville - 2013-08-26,Central,Commercial,Louisville,2013-08-26,136252.0,20100,38.0,370.0,0.2,12.8,0.03844793,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID144.8566,No,,,
Louisville - 2013-08-27,Central,Commercial,Louisville,2013-08-27,131240.0,20100,40.0,332.0,0.21,12.97,0.03844793,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID175.1856,No,,,
Louisville - 2013-08-28,Central,Commercial,Louisville,2013-08-28,150272.0,20100,37.0,332.0,0.25,13.16,0.03844793,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID177.955,No,,,
Louisville - 2013-08-29,Central,Commercial,Louisville,2013-08-29,142585.0,20100,58.0,381.0,0.68,10.38,0.03844793,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign ID13.5453,No,,,
Louisville - 2013-08-30,Central,Commercial,Louisville,2013-08-30,147498.0,20100,80.0,471.0,1.33,10.69,0.03844793,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID213.5445,No,,,
Louisville - 2013-08-31,Central,Commercial,Louisville,2013-08-31,177749.0,20100,82.0,753.0,0.27,14.79,0.03844793,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID56.8086,No,,-4250.0,
Louisville - 2013-09-01,Central,Commercial,Louisville,2013-09-01,141862.0,20100,63.0,603.0,0.92,11.57,0.0329261999999999,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID8.9226,No,,,0.0160084019999999
Louisville - 2013-09-02,Central,Commercial,Louisville,2013-09-02,132360.0,20100,33.0,673.0,0.43,10.32,0.0329261999999999,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID7.3408,No,,,
Louisville - 2013-09-03,Central,Commercial,Louisville,2013-09-03,136988.0,20100,42.0,271.0,0.85,10.38,0.0329261999999999,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID17.5818,No,,,
Louisville - 2013-09-04,Central,Commercial,Louisville,2013-09-04,107821.0,20100,52.0,241.0,0.32,12.1,0.0329261999999999,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID15.6655,No,,,
Louisville - 2013-09-05,Central,Commercial,Louisville,2013-09-05,97483.0,20100,65.0,271.0,0.2,10.8,0.0329261999999999,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID36.6956,No,,,
Louisville - 2013-09-06,Central,Commercial,Louisville,2013-09-06,124162.0,20100,61.0,351.0,1.03,7.9,0.0329261999999999,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID33.715,No,,,
Louisville - 2013-09-07,Central,Commercial,Louisville,2013-09-07,143192.0,20100,58.0,542.0,1.17,11.71,0.0329261999999999,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID46.9357,No,,-5250.0,
Louisville - 2013-09-08,Central,Commercial,Louisville,2013-09-08,124235.0,20100,72.0,402.0,0.78,12.12,0.024140695,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID0.3574,No,,,
Louisville - 2013-09-09,Central,Commercial,Louisville,2013-09-09,158501.0,20100,40.0,292.0,0.33,9.73,0.024140695,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID53.3311,No,,,
Louisville - 2013-09-10,Central,Commercial,Louisville,2013-09-10,144881.0,20100,44.0,241.0,0.2,11.42,0.024140695,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID60.7724,No,,,
Louisville - 2013-09-11,Central,Commercial,Louisville,2013-09-11,253970.0,20100,98.0,1114.0,0.76,7.98,0.024140695,In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign ID96.7766,Yes,,,
Louisville - 2013-09-12,Central,Commercial,Louisville,2013-09-12,201281.0,20100,131.0,1227.0,1.01,10.44,0.024140695,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID18.283,Yes,,,
Louisville - 2013-09-13,Central,Commercial,Louisville,2013-09-13,280046.0,20100,264.0,1628.0,1.13,9.17,0.024140695,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID31.5373,Yes,,,
Louisville - 2013-09-14,Central,Commercial,Louisville,2013-09-14,161702.0,20100,75.0,553.0,1.29,11.46,0.024140695,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID79.5056,No,,-3750.0,
Louisville - 2013-09-15,Central,Commercial,Louisville,2013-09-15,136355.0,20100,58.0,452.0,0.63,7.75,0.021821511,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID125.8707,No,,,
Louisville - 2013-09-16,Central,Commercial,Louisville,2013-09-16,151187.0,20100,39.0,362.0,0.32,8.62,0.021821511,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID118.088,No,,,
Louisville - 2013-09-17,Central,Commercial,Louisville,2013-09-17,114408.0,20100,61.0,301.0,0.17,14.92,0.021821511,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID13.3168,No,,,
Louisville - 2013-09-18,Central,Commercial,Louisville,2013-09-18,111214.0,20100,40.0,282.0,0.36,7.63,0.021821511,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID106.6199,No,,,
Louisville - 2013-09-19,Central,Commercial,Louisville,2013-09-19,143594.0,20100,79.0,301.0,0.28,8.49,0.021821511,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID94.3996,No,,,
Louisville - 2013-09-20,Central,Commercial,Louisville,2013-09-20,151546.0,20100,67.0,473.0,0.65,12.95,0.021821511,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID123.7724,No,,,
Louisville - 2013-09-21,Central,Commercial,Louisville,2013-09-21,162182.0,20100,79.0,594.0,1.1,13.55,0.021821511,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID149.1435,No,,-4750.0,
Louisville - 2013-09-22,Central,Commercial,Louisville,2013-09-22,145290.0,20100,74.0,443.0,0.43,11.92,-0.001118616,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID94.0613,No,,,
Louisville - 2013-09-23,Central,Commercial,Louisville,2013-09-23,158150.0,20100,51.0,272.0,0.35,12.29,-0.001118616,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID80.8566,No,,,
Louisville - 2013-09-24,Central,Commercial,Louisville,2013-09-24,134764.0,20100,40.0,282.0,0.46,6.64,-0.001118616,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID96.1007,No,,,
Louisville - 2013-09-25,Central,Commercial,Louisville,2013-09-25,145218.0,20100,72.0,293.0,0.43,12.38,-0.001118616,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID111.2398,No,,,
Louisville - 2013-09-26,Central,Commercial,Louisville,2013-09-26,142968.0,20100,91.0,323.0,0.5,9.15,-0.001118616,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID46.7359,No,,,
Louisville - 2013-09-27,Central,Commercial,Louisville,2013-09-27,141765.0,20100,30.0,423.0,0.42,11.23,-0.001118616,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID107.1762,No,,,
Louisville - 2013-09-28,Central,Commercial,Louisville,2013-09-28,173840.0,20100,107.0,654.0,0.9,7.24,-0.001118616,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID225.8147,No,,-1500.0,
Louisville - 2013-09-29,Central,Commercial,Louisville,2013-09-29,126042.0,20100,70.0,412.0,0.92,11.28,0.040282593,In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign ID234.7761,No,,,
Louisville - 2013-09-30,Central,Commercial,Louisville,2013-09-30,115147.0,20100,47.0,221.0,0.35,9.01,0.040282593,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID209.5169,No,,,
Louisville - 2013-10-01,Central,Commercial,Louisville,2013-10-01,107685.0,20100,37.0,221.0,0.48,9.95,0.040282593,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID9.2901,No,4.0,,0.004426157
Louisville - 2013-10-02,Central,Commercial,Louisville,2013-10-02,127929.0,20100,51.0,272.0,0.12,7.65,0.040282593,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID5.1139,No,,,
Louisville - 2013-10-03,Central,Commercial,Louisville,2013-10-03,178562.0,20100,58.0,342.0,0.52,12.91,0.040282593,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID10.5469,No,,,
Louisville - 2013-10-04,Central,Commercial,Louisville,2013-10-04,143457.0,20100,49.0,464.0,0.43,10.79,0.040282593,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID13.6695,No,,,
Louisville - 2013-10-05,Central,Commercial,Louisville,2013-10-05,153482.0,20100,74.0,766.0,1.06,11.94,0.040282593,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID44.0212,No,,16500.0,
Louisville - 2013-10-06,Central,Commercial,Louisville,2013-10-06,148416.0,20100,60.0,494.0,0.43,10.5,0.072573367,In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign ID58.4705,No,,,
Louisville - 2013-10-07,Central,Commercial,Louisville,2013-10-07,139972.0,20100,32.0,283.0,0.18,10.48,0.072573367,In Store Credit Card Signup Discount; ID7.6133,No,,,
Louisville - 2013-10-08,Central,Commercial,Louisville,2013-10-08,114121.0,20100,18.0,302.0,0.28,9.34,0.072573367,In Store Credit Card Signup Discount; ID50.54,No,,,
Louisville - 2013-10-09,Central,Commercial,Louisville,2013-10-09,121721.0,20100,53.0,323.0,0.3,11.09,0.072573367,In Store Credit Card Signup Discount; Columbus Day Mailer ID62.8383,No,,,
Louisville - 2013-10-10,Central,Commercial,Louisville,2013-10-10,115029.0,20100,77.0,394.0,0.68,12.19,0.072573367,In Store Credit Card Signup Discount; Columbus Day Mailer ID43.8589,No,,,
